Date,EUR_TL,USD_TL
2016-09-26,3.3586599826812744,2.9883999824523926
2016-09-27,3.353450059890747,2.980259895324707
2016-09-28,3.335819959640503,2.9732298851013184
2016-09-29,3.344290018081665,2.9779999256134033
2016-09-30,3.363189935684204,2.997080087661743
2016-10-03,3.371530055999756,3.001569986343384
2016-10-04,3.385349988937378,3.0195999145507812
2016-10-05,3.427690029144287,3.058069944381714
2016-10-06,3.4226300716400146,3.0516200065612793
2016-10-07,3.3896100521087646,3.0421900749206543
2016-10-10,3.413439989089966,3.0494000911712646
2016-10-11,3.419339895248413,3.069380044937134
2016-10-12,3.408750057220459,3.0812900066375732
2016-10-13,3.3973100185394287,3.085400104522705
2016-10-14,3.4057400226593018,3.081929922103882
2016-10-17,3.3906400203704834,3.092099905014038
2016-10-18,3.4088499546051025,3.0952999591827393
2016-10-19,3.3958001136779785,3.0945000648498535
2016-10-20,3.357219934463501,3.059499979019165
2016-10-21,3.342400074005127,3.0597000122070312
2016-10-24,3.3508100509643555,3.079969882965088
2016-10-25,3.3501100540161133,3.081779956817627
2016-10-26,3.3431200981140137,3.070199966430664
2016-10-27,3.362529993057251,3.0803000926971436
2016-10-28,3.3907899856567383,3.111299991607666
2016-10-31,3.41267991065979,3.1063098907470703
2016-11-01,3.3943800926208496,3.0935800075531006
2016-11-02,3.442729949951172,3.113300085067749
2016-11-03,3.4553799629211426,3.1131200790405273
2016-11-04,3.46016001701355,3.1150999069213867
2016-11-07,3.4973599910736084,3.1507599353790283
2016-11-08,3.500149965286255,3.16759991645813
2016-11-09,3.484489917755127,3.162400007247925
2016-11-10,3.5031399726867676,3.2091000080108643
2016-11-11,3.5368099212646484,3.2476999759674072
2016-11-14,3.5026299953460693,3.2357699871063232
2016-11-15,3.5325300693511963,3.289599895477295
2016-11-16,3.5246100425720215,3.2867000102996826
2016-11-17,3.5544800758361816,3.31892991065979
2016-11-18,3.5849900245666504,3.3750600814819336
2016-11-21,3.5734100341796875,3.3758699893951416
2016-11-22,3.572319984436035,3.3568599224090576
2016-11-23,3.593319892883301,3.379470109939575
2016-11-24,3.581660032272339,3.396199941635132
2016-11-25,3.657949924468994,3.4639999866485596
2016-11-28,3.6559300422668457,3.4467999935150146
